Milestone ID;Shipment ID;Milestone Sequence;Milestone Type;Planned Datetime;Actual Datetime;Milestone Status;Updated By;Update Notes;Update Timestamp
MS000202;SHP0021;2;Booking Confirmed;28/05/24;30/05/24 00.00;Delayed;Dimas Saputra;Shipment status updated to in transit;02/06/24 00.00
MS000203;SHP0021;3;Empty Container Pickup;30/05/24;30/05/24 08.00;Delayed;Kevin Halim;Shipment closed successfully;11/06/24 08.00
MS000204;SHP0021;4;Cargo Loading;02/06/24;02/06/24 12.00;Completed;Kevin Halim;Pickup completed successfully;02/06/24 12.00
MS000205;SHP0021;5;Gate In;03/06/24;06/06/24 00.00;Delayed;Rizky Kurniawan;Port entry confirmed;08/06/24 00.00
MS000206;SHP0021;6;Documentation Complete;06/06/24;06/06/24 12.00;Delayed;Fajar Nugroho;Empty container collected from depot;07/06/24 12.00
MS000207;SHP0021;7;Vessel Departure;08/06/24;08/06/24 02.00;Delayed;Fajar Nugroho;Container accepted by terminal;11/06/24 02.00
MS000208;SHP0021;8;Port Arrival;12/06/24;14/06/24 00.00;Delayed;Fajar Nugroho;Carrier accepted booking request;17/06/24 00.00
MS000209;SHP0021;9;Customs Clearance;16/06/24;16/06/24 12.00;completed;Fajar Nugroho;Terminal received container;24/06/24 12.00
MS000210;SHP0021;10;Delivered;19/06/24;19/06/24 04.00;Completed;Indah Permata;Empty container collected from depot;21/06/24 04.00
MS000211;SHP0022;1;Cargo Ready;10/06/24;11/06/24 00.00;Delayed;Cindy Wijaya;Documentation approved;12/06/24 00.00
MS000212;SHP0022;2;Booking Confirmed;14/06/24;14/06/24 12.00;Delayed;Andi Pratama;Gate transaction completed;15/06/24 12.00
MS000213;SHP0022;3;Empty Container Pickup;17/06/24;17/06/24 12.00;Delayed;Kevin Halim;Shipment status updated to in transit;19/06/24 12.00
MS000214;SHP0022;4;Cargo Loading;19/06/24;19/06/24 00.00;Completed;Daniel Hartono;Depot release completed;19/06/24 00.00
MS000215;SHP0022;5;Gate In;23/06/24;23/06/24 12.00;Delayed;Dimas Saputra;Carrier allocated vessel space;25/06/24 12.00
MS000216;SHP0022;6;Documentation Complete;25/06/24;25/06/24 02.00;Completed;Dimas Saputra;Container stuffing completed;28/06/24 02.00
MS000217;SHP0022;7;Vessel Departure;28/06/24;28/06/24 00.00;Completed;Fajar Nugroho;Container dispatched to customer site;06/07/24 00.00
MS000218;SHP0022;8;Port Arrival;30/06/24;30/06/24 04.00;Completed;Fajar Nugroho;Vessel left origin port;30/06/24 04.00
MS000219;SHP0022;9;Customs Clearance;03/07/24;05/07/24 00.00;Delayed;Dimas Saputra;Cntr gated in;06/07/24 00.00
MS000220;SHP0022;10;Delivered;06/07/24;06/07/24 12.00;Delayed;Kevin Halim;Vessel left origin port;06/07/24 12.00
MS000221;SHP0023;1;Cargo Ready;27/01/24;27/01/24 12.00;Delayed;Cindy Wijaya;Container allocation confirmed;30/01/24 12.00
MS000222;SHP0023;2;Booking Confirmed;31/01/24;02/02/24 00.00;Delayed;Maya Putri;Commercial invoice verified;05/02/24 00.00
MS000223;SHP0023;3;Empty Container Pickup;01/02/24;02/02/24 00.00;Delayed;Fajar Nugroho;Container sealed after loading;03/02/24 00.00
MS000224;SHP0023;4;Cargo Loading;02/02/24;02/02/24 00.00;Completed;Sarah Amelia;Vessel left origin port;03/02/24 00.00
MS000225;SHP0023;5;Gate In;05/02/24;05/02/24 12.00;Completed;Fajar Nugroho;Container dispatched to customer site;05/02/24 12.00
MS000226;SHP0023;6;Documentation Complete;07/02/24;07/02/24 12.00;Completed;Budi Santoso;Empty container collected from depot;21/02/24 12.00
MS000227;SHP0023;7;Vessel Departure;09/02/24;09/02/24 12.00;Delayed;Sarah Amelia;Commercial invoice verified;11/02/24 12.00
MS000228;SHP0023;8;Port Arrival;11/02/24;11/02/24 12.00;Completed;Fajar Nugroho;Shipment closed successfully;13/02/24 12.00
MS000229;SHP0023;9;Customs Clearance;12/02/24;12/02/24 12.00;Delayed;Dimas Saputra;Operational note variation 80;15/02/24 12.00
MS000230;SHP0023;10;Delivered;14/02/24;14/02/24 00.00;Completed;Dimas Saputra;Container accepted by terminal;14/02/24 00.00
MS000231;SHP0024;1;Cargo Ready;04/07/24;04/07/24 04.00;Completed;Maya Putri;Delivery appointment confirmed;04/07/24 04.00
MS000232;SHP0024;2;Booking Confirmed;07/07/24;07/07/24 00.00;Completed;Budi Santoso;Cargo loading completed;09/07/24 00.00
MS000233;SHP0024;3;Empty Container Pickup;11/07/24;11/07/24 12.00;Delayed;Andi Pratama;Export filing accepted;11/07/24 12.00
MS000234;SHP0024;4;Cargo Loading;13/07/24;13/07/24 12.00;Delayed;Budi Santoso;Terminal received container;15/07/24 12.00
MS000235;SHP0024;5;Gate In;16/07/24;16/07/24 00.00;Completed;Fajar Nugroho;;16/07/24 00.00
MS000236;SHP0024;6;Documentation Complete;19/07/24;22/07/24 00.00;delayed;Andi Pratama;Commercial invoice verified;23/07/24 00.00
MS000237;SHP0024;7;Vessel Departure;20/07/24;22/07/24 12.00;Delayed;Budi Santoso;Container dispatched to customer site;23/07/24 12.00
MS000238;SHP0024;8;Port Arrival;22/07/24;23/07/24 00.00;Completed;Indah Permata;Loading preparation finalized;25/07/24 00.00
MS000239;SHP0024;9;Customs Clearance;25/07/24;25/07/24 12.00;Completed;Andi Pratama;Customs declaration completed;27/07/24 12.00
MS000240;SHP0024;10;Delivered;28/07/24;28/07/24 08.00;Delayed;Daniel Hartono;Pickup completed successfully;30/07/24 08.00
MS000241;SHP0025;1;Cargo Ready;18/01/24;18/01/24 00.00;Completed;Kevin Halim;Clearance approval received;20/01/24 00.00
MS000242;SHP0025;2;Booking Confirmed;20/01/24;20/01/24 00.00;Completed;Fajar Nugroho;Container allocation confirmed;23/01/24 00.00
MS000243;SHP0025;3;Empty Container Pickup;22/01/24;22/01/24 12.00;Delayed;Dimas Saputra;Transit milestone verified;30/01/24 12.00
MS000244;SHP0025;4;Cargo Loading;24/01/24;24/01/24 02.00;Completed;Andi Pratama;AFR submitted successfully;05/02/24 02.00
MS000245;SHP0025;5;Gate In;25/01/24;25/01/24 12.00;Delayed;;Empty container collected from depot;26/01/24 12.00
MS000246;SHP0025;6;Documentation Complete;27/01/24;27/01/24 12.00;Completed;Budi Santoso;ETA achieved successfully;29/01/24 12.00
MS000247;SHP0025;7;Vessel Departure;30/01/24;30/01/24 00.00;Completed;Budi Santoso;Proof of delivery received;31/01/24 00.00
MS000248;SHP0025;8;Port Arrival;03/02/24;05/02/24 00.00;delayed;Fajar Nugroho;Container entered terminal yard;08/02/24 00.00
MS000249;SHP0025;9;Customs Clearance;05/02/24;05/02/24 08.00;Completed;Budi Santoso;Container dispatched to customer site;06/02/24 08.00
MS000250;SHP0025;10;Delivered;09/02/24;09/02/24 00.00;Completed;Budi Santoso;Carrier allocated vessel space;09/02/24 00.00
MS000251;SHP0026;1;Cargo Ready;04/02/24;04/02/24 12.00;Delayed;Daniel Hartono;Pickup completed successfully;05/02/24 12.00
MS000252;SHP0026;2;Booking Confirmed;08/02/24;08/02/24 02.00;Delayed;Dimas Saputra;Delivery appointment confirmed;09/02/24 02.00
MS000253;SHP0026;3;Empty Container Pickup;12/02/24;12/02/24 12.00;Delayed;Dimas Saputra;Port entry confirmed;14/02/24 12.00
MS000254;SHP0026;4;Cargo Loading;13/02/24;13/02/24 04.00;Delayed;Daniel Hartono;Operational update recorded;16/02/24 04.00
MS000255;SHP0026;5;Gate In;14/02/24;16/02/24 00.00;Delayed;Cindy Wijaya;Operational update recorded;18/02/24 00.00
MS000256;SHP0026;6;Documentation Complete;15/02/24;16/02/24 12.00;Delayed;Sarah Amelia;ETD achieved successfully;16/02/24 12.00
MS000257;SHP0026;7;Vessel Departure;19/02/24;19/02/24 12.00;Delayed;Andi Pratama;Carrier booking validated;22/02/24 12.00
MS000258;SHP0026;8;Port Arrival;23/02/24;23/02/24 08.00;Delayed;Fajar Nugroho;AFR submitted successfully;23/02/24 08.00
MS000259;SHP0026;9;Customs Clearance;26/02/24;26/02/24 12.00;Completed;Kevin Halim;Container dispatched to customer site;28/02/24 12.00
MS000260;SHP0026;10;Delivered;01/03/24;01/03/24 08.00;Completed;Dimas Saputra;Shipment closed successfully;02/03/24 08.00
MS000261;SHP0027;1;Cargo Ready;17/06/24;17/06/24 02.00;Completed;Budi Santoso;Container entered terminal yard;18/06/24 02.00
MS000262;SHP0027;2;Booking Confirmed;19/06/24;19/06/24 12.00;Completed;Budi Santoso;Container entered terminal yard;20/06/24 12.00
MS000263;SHP0027;3;Empty Container Pickup;21/06/24;21/06/24 12.00;Delayed;Rafi Kurnia;Cargo handed over to consignee;23/06/24 12.00
MS000264;SHP0027;4;Cargo Loading;24/06/24;24/06/24 02.00;Completed;Daniel Hartono;Arrival notice received;27/06/24 02.00
MS000265;SHP0027;5;Gate In;27/06/24;27/06/24 12.00;Completed;Cindy Wijaya;Customs declaration completed;30/06/24 12.00
MS000266;SHP0027;6;Documentation Complete;29/06/24;29/06/24 12.00;Completed;Fajar Nugroho;Cargo loaded successfully;02/07/24 12.00
MS000267;SHP0027;7;Vessel Departure;02/07/24;02/07/24 04.00;Completed;Dimas Saputra;Gate transaction completed;05/07/24 04.00
MS000268;SHP0027;8;Port Arrival;04/07/24;04/07/24 12.00;Completed;Fajar Nugroho;Shipment delivered successfully;06/07/24 12.00
MS000269;SHP0027;9;Customs Clearance;07/07/24;08/07/24 00.00;Completed;Dimas Saputra;Carrier booking validated;21/07/24 00.00
MS000270;SHP0027;10;Delivered;10/07/24;10/07/24 12.00;Delayed;Fajar Nugroho;Container dispatched to customer site;13/07/24 12.00
MS000271;SHP0028;1;Cargo Ready;11/10/24;11/10/24 12.00;Completed;Maya Putri;Berthing completed;11/10/24 12.00
MS000272;SHP0028;2;Booking Confirmed;13/10/24;13/10/24 12.00;Completed;Kevin Halim;Booking reference received;15/10/24 12.00
MS000273;SHP0028;3;Empty Container Pickup;15/10/24;15/10/24 04.00;Completed;Budi Santoso;Clearance approval received;
MS000274;SHP0028;4;Cargo Loading;19/10/24;19/10/24 00.00;Completed;Budi Santoso;Final delivery confirmed;19/10/24 00.00
MS000275;SHP0028;5;Gate In;22/10/24;22/10/24 12.00;Delayed;Dimas Saputra;Berthing completed;
MS000276;SHP0028;6;Documentation Complete;25/10/24;25/10/24 12.00;Delayed;Budi Santoso;Gate transaction completed;27/10/24 12.00
MS000277;SHP0028;7;Vessel Departure;28/10/24;28/10/24 04.00;Delayed;Indah Permata;Carrier confirmed vessel arrival;30/10/24 04.00
MS000278;SHP0028;8;Port Arrival;29/10/24;29/10/24 12.00;Delayed;Budi Santoso;Vessel allocation confirmed;01/11/24 12.00
MS000279;SHP0028;9;Customs Clearance;30/10/24;30/10/24 02.00;Completed;Andi Pratama;Empty container collected from depot;31/10/24 02.00
MS000280;SHP0028;10;Delivered;01/11/24;01/11/24 02.00;Completed;Kevin Halim;Packing list confirmed;04/11/24 02.00
MS000281;SHP0029;1;Cargo Ready;08/01/24;08/01/24 04.00;Completed;Dimas Saputra;Documentation review completed;10/01/24 04.00
MS000282;SHP0029;2;Booking Confirmed;11/01/24;11/01/24 12.00;Completed;Sarah Amelia;Carrier conf received;14/01/24 12.00
MS000283;SHP0029;3;Empty Container Pickup;12/01/24;12/01/24 12.00;Completed;Fajar Nugroho;Departure confirmation received;15/01/24 12.00
MS000284;SHP0029;4;Cargo Loading;13/01/24;13/01/24 12.00;Delayed;Nadia Prasetyo;Pickup completed successfully;25/01/24 12.00
MS000285;SHP0029;5;Gate In;15/01/24;15/01/24 12.00;Completed;Andi Pratama;Cargo available for dispatch;18/01/24 12.00
MS000286;SHP0029;6;Documentation Complete;18/01/24;18/01/24 12.00;Completed;Cindy Wijaya;Container stuffing completed;21/01/24 12.00
MS000287;SHP0029;7;Vessel Departure;19/01/24;19/01/24 00.00;Completed;Andi Pratama;Shipment arrived as planned;20/01/24 00.00
MS000288;SHP0029;8;Port Arrival;22/01/24;24/01/24 00.00;DELAYED;Nadia Prasetyo;Customs clearance completed;25/01/24 00.00
MS000289;SHP0029;9;Customs Clearance;24/01/24;26/01/24 00.00;Delayed;Indah Permata;Final milestone completed;26/01/24 00.00
MS000290;SHP0029;10;Delivered;27/01/24;27/01/24 12.00;Completed;Dimas Saputra;Vessel allocation confirmed;27/01/24 12.00
MS000291;SHP0030;1;Cargo Ready;09/01/24;09/01/24 00.00;Completed;Michael Gunawan;Terminal discharge completed;12/01/24 00.00
MS000292;SHP0030;2;Booking Confirmed;11/01/24;13/01/24 00.00;Delayed;Kevin Halim;Container dispatched to customer site;16/01/24 00.00
MS000293;SHP0030;3;Empty Container Pickup;15/01/24;15/01/24 02.00;Delayed;Fajar Nugroho;Release order issued;15/01/24 02.00
MS000294;SHP0030;4;Cargo Loading;16/01/24;18/01/24 00.00;Delayed;Cindy Wijaya;Terminal discharge completed;21/01/24 00.00
MS000295;SHP0030;5;Gate In;19/01/24;19/01/24 08.00;Delayed;Kevin Halim;Proof of delivery received;21/01/24 08.00
MS000296;SHP0030;6;Documentation Complete;23/01/24;23/01/24 12.00;Completed;Indah Permata;Release documentation approved;25/01/24 12.00
MS000297;SHP0030;7;Vessel Departure;24/01/24;24/01/24 00.00;Completed;Indah Permata;Container dispatched to customer site;24/01/24 00.00
MS000298;SHP0030;8;Port Arrival;27/01/24;27/01/24 12.00;Completed;Maya Putri;Cargo inspection completed;05/02/24 12.00
MS000299;SHP0030;9;Customs Clearance;28/01/24;28/01/24 08.00;Completed;Daniel Hartono;Shipment tracking updated;29/01/24 08.00
MS000300;SHP0030;10;Delivered;31/01/24;31/01/24 12.00;Delayed;Cindy Wijaya;Port arrival confirmed;01/02/24 12.00
MS000301;SHP0031;1;Cargo Ready;24/02/24;24/02/24 00.00;Completed;Rizky Kurniawan;;25/02/24 00.00
MS000302;SHP0031;2;Booking Confirmed;27/02/24;27/02/24 12.00;Completed;;Carrier confirmed revised ETA;28/02/24 12.00
MS000303;SHP0031;3;Empty Container Pickup;29/02/24;29/02/24 12.00;Delayed;Rafi Kurnia;Operational note variation 79;01/03/24 12.00
MS000304;SHP0031;4;Cargo Loading;03/03/24;03/03/24 12.00;Completed;Rafi Kurnia;Customer acknowledged receipt;03/03/24 12.00
MS000305;SHP0031;5;Gate In;04/03/24;04/03/24 12.00;Delayed;Budi Santoso;Cargo cleared for release;06/03/24 12.00
MS000306;SHP0031;6;Documentation Complete;05/03/24;05/03/24 12.00;Completed;Budi Santoso;Customs declaration completed ;07/03/24 12.00
MS000307;SHP0031;7;Vessel Departure;06/03/24;06/03/24 00.00;Completed;Fajar Nugroho;Packing list confirmed;06/03/24 00.00
MS000308;SHP0031;8;Port Arrival;09/03/24;09/03/24 12.00;Completed;Fajar Nugroho;Shipment delivered successfully;20/03/24 12.00
MS000309;SHP0031;9;Customs Clearance;12/03/24;12/03/24 12.00;Completed;Indah Permata;Container stuffing completed;12/03/24 12.00
MS000310;SHP0031;10;Delivered;16/03/24;16/03/24 00.00;Completed;Andi Pratama;Export filing accepted;17/03/24 00.00
MS000311;SHP0032;1;Cargo Ready;21/05/24;21/05/24 12.00;Delayed;Maya Putri;Shipment closed successfully;24/05/24 12.00
MS000312;SHP0032;2;Booking Confirmed;23/05/24;23/05/24 12.00;Completed;Dimas Saputra;Cargo cleared for release;24/05/24 12.00
MS000313;SHP0032;3;Empty Container Pickup;26/05/24;26/05/24 00.00;Completed;Dimas Saputra;VGM submitted successfully;29/05/24 00.00
MS000314;SHP0032;4;Cargo Loading;30/05/24;30/05/24 12.00;Delayed;Kevin Halim;Documentation review completed;01/06/24 12.00
MS000315;SHP0032;5;Gate In;31/05/24;31/05/24 12.00;Delayed;Dimas Saputra;ETA revised;03/06/24 12.00
MS000316;SHP0032;6;Documentation Complete;04/06/24;04/06/24 12.00;Completed;Andi Pratama;Cargo handed over to consignee;05/06/24 12.00
MS000317;SHP0032;7;Vessel Departure;05/06/24;05/06/24 12.00;Completed;Rizky Kurniawan;Inspection completed successfully;05/06/24 12.00
MS000318;SHP0032;8;Port Arrival;08/06/24;08/06/24 12.00;Completed;Sarah Amelia;Vessel left origin port;10/06/24 12.00
MS000319;SHP0032;9;Customs Clearance;11/06/24;11/06/24 08.00;Delayed;Sarah Amelia;Customs review finalized;12/06/24 08.00
MS000320;SHP0032;10;Delivered;14/06/24;14/06/24 12.00;Delayed;Rafi Kurnia;Berthing completed;16/06/24 12.00
MS000321;SHP0033;1;Cargo Ready;12/01/24;12/01/24 12.00;Completed;Maya Putri;Awaiting container allocation;15/01/24 12.00
MS000322;SHP0033;2;Booking Confirmed;16/01/24;16/01/24 12.00;Completed;Rafi Kurnia;Delivery completed;17/01/24 12.00
MS000323;SHP0033;3;Empty Container Pickup;19/01/24;19/01/24 04.00;Delayed;Cindy Wijaya;AFR submitted successfully;20/01/24 04.00
MS000324;SHP0033;4;Cargo Loading;23/01/24;23/01/24 12.00;Completed;Michael Gunawan;Export filing accepted;23/01/24 12.00
MS000325;SHP0033;5;Gate In;27/01/24;27/01/24 12.00;Completed;Rafi Kurnia;Container stuffing completed;30/01/24 12.00
MS000326;SHP0033;6;Documentation Complete;28/01/24;31/01/24 00.00;Delayed;Jessica Putri;Container accepted by terminal;01/02/24 00.00
MS000327;SHP0033;7;Vessel Departure;31/01/24;31/01/24 02.00;Completed;Dimas Saputra;Shipment status updated to in transit;02/02/24 02.00
MS000328;SHP0033;8;Port Arrival;04/02/24;04/02/24 12.00;Delayed;Sarah Amelia;Shipment closed successfully;06/02/24 12.00
MS000329;SHP0033;9;Customs Clearance;08/02/24;10/02/24 00.00;Delayed;Cindy Wijaya;ETA achieved successfully;11/02/24 00.00
MS000330;SHP0033;10;Delivered;11/02/24;11/02/24 12.00;Delayed;Cindy Wijaya;VGM submitted successfully;12/02/24 12.00
MS000331;SHP0034;1;Cargo Ready;27/04/24;27/04/24 00.00;Completed;Sarah Amelia;Container accepted by terminal;28/04/24 00.00
MS000332;SHP0034;2;Booking Confirmed;29/04/24;29/04/24 12.00;Completed;Budi Santoso;Clearance approval received;30/04/24 12.00
MS000333;SHP0034;3;Empty Container Pickup;30/04/24;02/05/24 00.00;Delayed;Dimas Saputra;Vessel allocation confirmed;05/05/24 00.00
MS000334;SHP0034;4;Cargo Loading;02/05/24;02/05/24 12.00;delayed;;Packing list confirmed;04/05/24 12.00
MS000335;SHP0034;5;Gate In;03/05/24;06/05/24 00.00;Delayed;Sarah Amelia;Booking confirmed by carrier;07/05/24 00.00
MS000336;SHP0034;6;Documentation Complete;04/05/24;08/05/24 00.00;Delayed;Maya Putri;Carrier booking validated;11/05/24 00.00
MS000337;SHP0034;7;Vessel Departure;08/05/24;08/05/24 00.00;Completed;Rizky Kurniawan;Release documentation approved;09/05/24 00.00
MS000338;SHP0034;8;Port Arrival;10/05/24;10/05/24 12.00;Completed;Kevin Halim;Shipment tracking updated;19/05/24 12.00
MS000339;SHP0034;9;Customs Clearance;13/05/24;13/05/24 02.00;Delayed;Andi Pratama;Cargo available for dispatch;13/05/24 02.00
MS000340;SHP0034;10;Delivered;16/05/24;16/05/24 00.00;Completed;Fajar Nugroho;Transit milestone verified;18/05/24 00.00
MS000341;SHP0035;1;Cargo Ready;09/02/24;09/02/24 12.00;Completed;Andi Pratama;Cargo ready for pickup;11/02/24 12.00
MS000342;SHP0035;2;Booking Confirmed;10/02/24;10/02/24 12.00;Delayed;Fajar Nugroho;Carrier confirmed vessel departure;11/02/24 12.00
MS000343;SHP0035;3;Empty Container Pickup;11/02/24;11/02/24 12.00;Completed;Dimas Saputra;Export filing accepted;13/02/24 12.00
MS000344;SHP0035;4;Cargo Loading;14/02/24;16/02/24 00.00;Delayed;Andi Pratama;Carrier confirmed revised ETA;19/02/24 00.00
MS000345;SHP0035;5;Gate In;15/02/24;16/02/24 12.00;Delayed;Andi Pratama;Carrier confirmed revised ETA;19/02/24 12.00
MS000346;SHP0035;6;Documentation Complete;17/02/24;19/02/24 00.00;Delayed;Dimas Saputra;Depot release completed;19/02/24 00.00
MS000347;SHP0035;7;Vessel Departure;21/02/24;21/02/24 00.00;Completed;Rafi Kurnia;Final milestone completed;22/02/24 00.00
MS000348;SHP0035;8;Port Arrival;22/02/24;25/02/24 00.00;Delayed;Budi Santoso;Carrier confirmed vessel arrival;25/02/24 00.00
MS000349;SHP0035;9;Customs Clearance;23/02/24;25/02/24 12.00;Delayed;Budi Santoso;Carrier accepted booking request;25/02/24 12.00
MS000350;SHP0035;10;Delivered;24/02/24;26/02/24 00.00;delayed;Indah Permata;Container ready for gate in;28/02/24 00.00
MS000351;SHP0036;1;Cargo Ready;05/04/24;05/04/24 00.00;Completed;;Packing list confirmed;08/04/24 00.00
MS000352;SHP0036;2;Booking Confirmed;06/04/24;06/04/24 00.00;Completed;Budi Santoso;Inspection completed successfully;07/04/24 00.00
MS000353;SHP0036;3;Empty Container Pickup;07/04/24;07/04/24 08.00;Delayed;Rafi Kurnia;Customer confirmed cargo readiness;07/04/24 08.00
MS000354;SHP0036;4;Cargo Loading;08/04/24;08/04/24 12.00;Delayed;Maya Putri;Gate transaction completed;08/04/24 12.00
MS000355;SHP0036;5;Gate In;10/04/24;10/04/24 12.00;Completed;Dimas Saputra;Final milestone completed;10/04/24 12.00
MS000356;SHP0036;6;Documentation Complete;12/04/24;12/04/24 12.00;Completed;Indah Permata;Documentation review completed;14/04/24 12.00
MS000357;SHP0036;7;Vessel Departure;13/04/24;13/04/24 00.00;Completed;Maya Putri;Final milestone completed;16/04/24 00.00
MS000358;SHP0036;8;Port Arrival;17/04/24;17/04/24 04.00;Completed;Budi Santoso;Vessel departed as scheduled;19/04/24 04.00
MS000359;SHP0036;9;Customs Clearance;18/04/24;18/04/24 12.00;Delayed;Indah Permata;AFR submitted successfully;21/04/24 12.00
MS000360;SHP0036;10;Delivered;21/04/24;21/04/24 12.00;Delayed;Sarah Amelia;Container sealed after loading;23/04/24 12.00
MS000361;SHP0037;1;Cargo Ready;15/01/24;15/01/24 12.00;Completed;;ETD achieved successfully;18/01/24 12.00
MS000362;SHP0037;2;Booking Confirmed;16/01/24;18/01/24 00.00;Delayed;Andi Pratama;Shipment status updated to in transit;20/01/24 00.00
