Shipment ID;Booking Number;BL Number;Customer Name;Incoterm;Cargo Type;Commodity;Cargo Volume CBM;Container Type;Container Qty;Origin Port;Destination Port;Vessel Name;Shipping Line;ETD;ETA;Actual Departure;Actual Arrival;Cut Off Time;Closing Time;Total Charge USD;Shipment Status;Priority Level;PIC Name;Created Date;Last Update Timestamp
SHP0335;BKG000335;BL000335;PT Meridian Plastics;DAP;FCL;Consumer Electronics;370.00.00;40HC;24;Busan;Semarang;MV Coral Voyager;OceanLink Shipping;29/02/24;13/03/24 00.00;02/03/24 00.00;;27/02/24;28/02/24;27439.00;In Transit;Low;Budi Santoso;19/02/24;18/03/24
SHP0336;BKG000336;BL000336;PT Alpha Manufacturing;DAP;LCL;Chemicals;350.00.00;40HC;30;Singapore;Jakarta;MV Coral Voyager;Northstar Freight Lines;09/08/25;12/08/25 00.00;09/08/25 00.00;14/08/25 00.00;07/08/25;08/08/25;34905.00;Customs Clearance;Low;Maya Putri;30/07/25;18/08/25
SHP0337;BKG000337;BL000337;PT Ocean Retail Group;DAP;FCL;Textiles;17.42;20GP;4;Busan;Semarang;MV Horizon Carrier;BlueWave Lines;03/08/25;21/08/25 00.00;06/08/25 00.00;;01/08/25;02/08/25;4888.80;In Transit;Low;Dimas Saputra;24/07/25;14/08/25
SHP0338;BKG000338;BL000338;PT Vertex Manufacturing;CIF;FCL;Chemicals;41.25.00;20GP;8;Singapore;Jakarta;MV Ocean Explorer;Pacific Horizon Shipping;17/02/24;27/02/24 00.00;16/02/24 23.00;01/03/24 22.00;15/02/24;16/02/24;6214.00.00;Delivered;Low;Andi Pratama;07/02/24;22/02/24
SHP0339;BKG000339;BL000339;PT Alpha Manufacturing;EXW;LCL;Consumer Electronics;58.81;40HC;1;PORT KLANG;Jakarta;MV Maritime Spirit;BlueWave Lines;18/05/25;27/05/25 00.00;18/05/25 13.00;26/05/25 13.00;16/05/25;17/05/25;4515.40.00;Customs Clearance;Low;Cindy Wijaya;08/05/25;22/05/25
SHP0340;BKG000340;BL000340;PT Aurora Trading;DAP;FCL;Textiles;35.31.00;40GP;1;SHENZHEN;Semarang;MV Horizon Carrier;Pacific Horizon Shipping;19/05/25;26/05/25 00.00;;;17/05/25;18/05/25;4712.40.00;At Origin;Low;Cindy Wijaya;09/05/25;04/06/25
SHP0341;BKG000341;BL000341;PT Vertex Manufacturing;FOB;FCL;Textiles;43.33.00;40GP;1;Hong Kong;Jakarta;MV Coastal Venture;Northstar Freight Lines;31/05/25;09/06/25 00.00;31/05/25 22.00;12/06/25 16.00;29/05/25;30/05/25;5594.20.00;Delivered;Low;Andi Pratama;21/05/25;12/06/25
SHP0342;BKG000342;BL000342;PT Ocean Retail Group;FOB;LCL;Industrial Equipment;49.79;40HC;7;Hong Kong;Semarang;MV Coral Voyager;OceanLink Shipping;23/09/25;28/09/25 00.00;23/09/25 10.00;;21/09/25;22/09/25;6717.60;In Transit;Low;Cindy Wijaya;13/09/25;11/10/25
SHP0343;BKG000343;BL000343;PT Orion Consumer Products;FOB;FCL;Consumer Electronics;82.11.00;20GP;5;Shanghai;Semarang;MV Ocean Star;Maritime Connect Lines;27/12/25;06/01/26 00.00;27/12/25 07.00;05/01/26 04.00;25/12/25;26/12/25;8682.40.00;Customs Clearance;Low;Maya Putri;17/12/25;04/01/26
SHP0344;BKG000344;BL000344;PT Zenith Industrial;CIF;LCL;Industrial Equipment;0,169444444;40GP;8;Singapore;Jakarta;MV Coral Voyager;OceanLink Shipping;04/04/25;10/04/25 00.00;05/04/25 00.00;12/04/25 22.00;02/04/25;03/04/25;4819.60;Delivered;Low;Andi Pratama;25/03/25;07/04/25
SHP0345;BKG000345;BL000345;PT Infinity Manufacturing;FOB;LCL;Textiles;68.08.00;40GP;2;Shanghai;Jakarta;MV Coral Voyager;Eastern Cargo Line;17/08/25;31/08/25 00.00;17/08/25 05.00;31/08/25 21.00;15/08/25;16/08/25;6835.44.00;Delivered;High;Nadia Lestari;07/08/25;23/08/25
SHP0346;BKG000346;BL000346;PT Titan Fabrication;CIF;FCL;Industrial Equipment;64.14.00;40GP;3;Busan;Jakarta;MV Blue Horizon;BlueWave Lines;01/12/24;12/12/24 00.00;01/12/24 09.00;;29/11/24;30/11/24;5990.60;In Transit;Low;Budi Santoso;21/11/24;13/12/24
SHP0347;BKG000347;BL000347;PT Evergreen Industrial;CIF;LCL;Consumer Electronics;28.96;20GP;5;Busan;Jakarta;MV Coral Voyager;OceanVista Carriers;04/05/24;22/05/24 00.00;06/05/24 00.00;21/05/24 16.00;02/05/24;03/05/24;6526.40.00;Delivered;Medium;Budi Santoso;24/04/24;17/05/24
SHP0348;BKG000348;BL000348;PT Zenith Industrial;EXW;FCL;Chemicals;1,008333333;40HC;1;Shenzhen;Semarang;MV Crystal Mariner;Maritime Connect Lines;03/04/24;17/04/24 00.00;03/04/24 05.00;;01/04/24;02/04/24;5009.80;In Transit;Low;Cindy Wijaya;24/03/24;17/04/24
SHP0349;BKG000349;BL000349;PT Nova Electronics;EXW;FCL;Industrial Equipment;38.84;40GP;2;Shanghai;Jakarta;MV Southern Crest;OceanLink Shipping;10/05/24;26/05/24 00.00;;;08/05/24;09/05/24;4226.60;At Origin;Medium;Cindy Wijaya;30/04/24;30/05/24
SHP0350;BKG000350;BL000350;PT Titan Fabrication;DAP;LCL;Industrial Equipment;36.77;20GP;3;Hong Kong;Jakarta;MV Blue Horizon;OceanLink Shipping;13/03/25;23/03/25 00.00;14/03/25 00.00;23/03/25 19.00;11/03/25;12/03/25;4763.80;Customs Clearance;MEDIUM;Cindy Wijaya;03/03/25;17/03/25
SHP0351;BKG000351;BL000351;PT Nexus Manufacturing;DAP;LCL;Textiles;13.29;40GP;8;Shenzhen;Surabaya;MV Ocean Star;OceanLink Shipping;08/06/24;18/06/24 00.00;;;06/06/24;07/06/24;6519.60;At Origin;Medium;Yoga Mahendra;29/05/24;17/06/24
SHP0352;BKG000352;BL000352;PT Meridian Plastics;DAP;LCL;Industrial Equipment;182.00.00;20GP;24;Singapore;Jakarta;MV Island Navigator;pacific horizon shipping;26/01/24;29/01/24 00.00;26/01/24 13.00;29/01/24 06.00;24/01/24;25/01/24;49046.00;Delivered;Low;Rizky Kurniawan;16/01/24;03/02/24
SHP0353;BKG000353;BL000353;PT Sapphire Consumer;EXW;LCL;Industrial Equipment;36.24.00;20GP;2;Port Klang;Jakarta;MV Coral Voyager;Northstar Freight Lines;03/12/25;07/12/25 00.00;03/12/25 16.00;;01/12/25;02/12/25;5814.60;At Origin;Low;Budi Santoso;23/11/25;17/12/25
SHP0354;BKG000354;BL000354;PT Nova Electronics;DAP;LCL;Food Products;29.76;40GP;8;Singapore;Jakarta;MV Eastern Pearl;OceanLink Shipping;12/03/25;20/03/25 00.00;12/03/25 23.00;;10/03/25;11/03/25;7651.40.00;In Transit;Low;Rizky Kurniawan;02/03/25;22/03/25
SHP0355;BKG000355;BL000355;PT Pacific Consumer Goods;EXW;FCL;Consumer Electronics;66.41.00;20GP;4;Busan;Jakarta;MV Ocean Star;OceanLink  Shipping;28/03/25;13/04/25 00.00;27/03/25 21.00;14/04/25 04.00;26/03/25;27/03/25;6313.40.00;Customs Clearance;Low;Budi Santoso;18/03/25;02/04/25
SHP0356;BKG000356;BL000356;PT Prime Components;DAP;FCL;Food Products;57.05.00;40GP;6;Shenzhen;Jakarta;MV Blue Horizon;BlueWave Lines;13/05/25;19/05/25 00.00;;;11/05/25;12/05/25;7092.00.00;At Origin;Low;Budi Santoso;03/05/25;02/06/25
SHP0357;BKG000357;BL000357;PT Pacific Consumer Goods;DAP;LCL;Textiles;0,970833333;20GP;6;Shenzhen;Jakarta;MV Emerald Passage;BlueWave Lines;06/11/24;11/11/24 00.00;;;04/11/24;05/11/24;5967.20.00;At Origin;Low;Cindy Wijaya;27/10/24;18/11/24
SHP0358;BKG000358;BL000358;PT Aurora Trading;DAP;LCL;Textiles;279.00.00;40HC;15;Singapore;Jakarta;MV Blue Horizon;Pacific Horizon Shipping;10/10/25;20/10/25 00.00;10/10/25 10.00;;08/10/25;09/10/25;37567.00;At Origin;Low;;30/09/25;17/10/25
SHP0359;BKG000359;BL000359;PT Pacific Consumer Goods;EXW;FCL;Industrial Equipment;43.52.00;20GP;5;Port Klang;Semarang;MV Maritime Spirit;bluewave lines;07/02/24;14/02/24 00.00;;;05/02/24;06/02/24;5489.80;At Origin;Low;Cindy Wijaya;28/01/24;
SHP0360;BKG000360;BL000360;PT Evergreen Industrial;DAP;FCL;Consumer Electronics;28.12.00;40HC;4;Hong Kong;Jakarta;MV Coral Voyager;BlueWave Lines;11/02/25;19/02/25 00.00;12/02/25 00.00;21/02/25 13.00;09/02/25;10/02/25;4110.80;Customs Clearance;Low;Budi Santoso;01/02/25;21/02/25
SHP0361;BKG000361;BL000361;PT Meridian Plastics;DAP;LCL;Consumer Electronics;21.56;20GP;6;Shanghai;Jakarta;MV Pacific Trader;TransMarine Logistics;17/10/24;28/10/24 00.00;17/10/24 16.00;30/10/24 19.00;15/10/24;16/10/24;5177.40.00;Customs Clearance;Low;Rizky Kurniawan;07/10/24;03/11/24
SHP0362;BKG000362;BL000362;PT Lunar Components;DAP;FCL;Textiles;0,764583333;40GP;2;Hong Kong;Jakarta;MV Blue Horizon;Eastern  Cargo  Line;11/01/25;26/01/25 00.00;12/01/25 00.00;28/01/25 03.00;09/01/25;10/01/25;3814.40.00;Delivered;Low;Fajar Nugroho;01/01/25;31/01/25
SHP0363;BKG000363;BL000363;PT Horizon Industries;CIF;LCL;Textiles;62.70;20GP;4;SHANGHAI;Jakarta;MV Coral Voyager;Eastern Cargo Line;17/05/24;02/06/24 00.00;;;15/05/24;16/05/24;7615.00.00;At Origin;Medium;Cindy Wijaya;07/05/24;29/05/24
SHP0364;BKG000364;BL000364;PT Ocean Retail Group;CIF;FCL;Industrial Equipment;221.00.00;40GP;29;Singapore;Jakarta;MV Coral Voyager;Maritime Connect Lines;02/05/25;06/05/25 00.00;01/05/25 18.00;08/05/25 17.00;30/04/25;01/05/25;36768.00;Delivered;Low;Dimas Saputra;22/04/25;07/05/25
SHP0365;BKG000365;BL000365;PT Aurora Trading;DAP;LCL;Chemicals;86.26.00;40GP;1;Shenzhen;Jakarta;MV Coral Voyager;OceanLink Shipping;05/05/25;17/05/25 00.00;05/05/25 19.00;19/05/25 07.00;03/05/25;04/05/25;6194.40.00;Delivered;Medium;Maya Putri;25/04/25;13/05/25
SHP0366;BKG000366;BL000366;PT Vertex Manufacturing;DAP;LCL;Consumer Electronics;38.13.00;40HC;1;Port Klang;Semarang;MV Coastal Venture;Pacific Horizon Shipping;26/07/25;01/08/25 00.00;25/07/25 21.00;03/08/25 09.00;24/07/25;25/07/25;3909.20.00;Customs Clearance;Low;Budi Santoso;16/07/25;13/08/25
SHP0367;BKG000367;BL000367;PT Evergreen Industrial;EXW;FCL;Consumer Electronics;86.19.00;20GP;1;Hong Kong;Jakarta;MV Horizon Carrier;Pacific Horizon Shipping;18/12/24;27/12/24 00.00;18/12/24 17.00;26/12/24 13.00;16/12/24;17/12/24;6991.60;Customs Clearance;Medium;Sarah Amelia;08/12/24;01/01/25
SHP0368;BKG000368;BL000368;PT Vertex Manufacturing;CIF;FCL;Chemicals;04.45;40HC;5;Shanghai;Jakarta;MV Atlas Voyager;OceanLink Shipping;31/07/24;12/08/24 00.00;;;29/07/24;30/07/24;3653.00.00;At Origin;medium;Budi Santoso;21/07/24;04/08/24
SHP0369;BKG000369;BL000369;PT Sapphire Consumer;CIF;LCL;Food Products;17.40;40HC;7;Shanghai;Jakarta;MV Ocean Star;Archipelago Maritime;18/02/25;28/02/25 00.00;18/02/25 23.00;;16/02/25;17/02/25;4838.00.00;In Transit;Low;Andi Pratama;08/02/25;02/03/25
SHP0370;BKG000370;BL000370;PT Harbor Distribution;CIF;FCL;Consumer Electronics;10.12;20GP;6;Shanghai;Jakarta;MV Ocean Star;BlueWave  Lines;14/06/25;25/06/25 00.00;14/06/25 08.00;;12/06/25;13/06/25;6017.76;At Origin;High;Budi Santoso;04/06/25;21/06/25
SHP0371;BKG000371;BL000371;PT Prime Components;EXW;LCL;Chemicals;0,259027778;40HC;4;Port Klang;Jakarta;MV Blue Horizon;OceanLink Shipping;22/07/25;30/07/25 00.00;22/07/25 11.00;01/08/25 08.00;20/07/25;21/07/25;5413.20.00;Customs Clearance;Medium;;12/07/25;24/07/25
SHP0372;BKG000372;BL000372;PT Aurora Trading;FOB;FCL;Industrial Equipment;39.48.00;40GP;2;Shenzhen;Jakarta;MV Pacific Trader;Maritime Connect Lines;09/08/25;22/08/25 00.00;15/08/25 00.00;;07/08/25;08/08/25;6050.20.00;In Transit;Low;Sarah Amelia;30/07/25;21/08/25
SHP0373;BKG000373;BL000373;PT Velocity Electronics;EXW;LCL;Food Products;17.40;20GP;6;Singapore;Jakarta;MV Aurora Navigator;TransMarine Logistics;26/04/24;02/05/24 00.00;26/04/24 06.00;04/05/24 22.00;24/04/24;25/04/24;5646.00.00;Customs Clearance;Low;Cindy Wijaya;16/04/24;07/05/24
SHP0374;BKG000374;BL000374;PT Pacific Consumer Goods;DAP;LCL;Food Products;36.10.00;20GP;3;Port Klang;Jakarta;MV Island Navigator;Pacific Horizon Shipping;04/04/25;13/04/25 00.00;03/04/25 20.00;;02/04/25;03/04/25;4520.00.00;At Origin;Low;Yoga Mahendra;25/03/25;18/04/25
SHP0375;BKG000375;BL000375;PT Prime Components;CIF;FCL;Textiles;0,13125;40GP;4;Hong Kong;Semarang;MV Coral Voyager;BlueWave Lines;29/04/25;09/05/25 00.00;29/04/25 03.00;09/05/25 20.00;27/04/25;28/04/25;5258.60;Customs Clearance;Low;Nadia Lestari;19/04/25;10/05/25
SHP0376;BKG000376;BL000376;PT Horizon Industries;DAP;FCL;Industrial Equipment;78.74;20GP;2;Port Klang;Jakarta;MV Island Navigator;OceanLink Shipping;14/06/25;19/06/25 00.00;17/06/25 00.00;21/06/25 19.00;12/06/25;13/06/25;6524.60;Customs Clearance;Medium;Dimas Saputra;04/06/25;18/06/25
SHP0377;BKG000377;BL000377;PT Titan Fabrication;DAP;LCL;Textiles;394.00.00;40GP;18;Port Klang;Surabaya;MV Blue Horizon;Eastern Cargo Line;01/06/24;04/06/24 00.00;06/06/24 00.00;;30/05/24;31/05/24;44939.00;In Transit;Low;Cindy Wijaya;22/05/24;06/06/24
SHP0378;BKG000378;BL000378;PT Alpha Manufacturing;EXW;LCL;Food Products;0,668055556;40GP;1;Shenzhen;Semarang;MV Blue Horizon;BlueWave Lines;08/11/24;16/11/24 00.00;08/11/24 13.00;;06/11/24;07/11/24;3056.80;In Transit;Low;;29/10/24;13/11/24
SHP0379;BKG000379;BL000379;PT Zenith Industrial;CIF;FCL;Chemicals;350.00.00;40HC;23;Singapore  ;Semarang;MV Ocean Star;TransMarine Logistics;09/06/25;14/06/25 00.00;12/06/25 00.00;15/06/25 04.00;07/06/25;08/06/25;41673.00;Customs Clearance;Low;Rizky Kurniawan;30/05/25;13/06/25
SHP0380;BKG000380;BL000380;PT Summit Foods;DAP;LCL;Consumer Electronics;63.43.00;40HC;2;Hong Kong;Jakarta;MV Coral Voyager;Maritime Connect Lines;25/10/24;02/11/24 00.00;25/10/24 12.00;05/11/24 00.00;23/10/24;24/10/24;5922.20.00;Delivered;Low;Andi Pratama;15/10/24;02/11/24
SHP0381;BKG000381;BL000381;PT Atlas Components;DAP;FCL;Food Products;59.47.00;40GP;5;Busan;Jakarta;MV Blue Horizon;PACIFIC HORIZON SHIPPING;08/11/24;18/11/24 00.00;08/11/24 05.00;20/11/24 22.00;06/11/24;07/11/24;6464.80;Customs Clearance;Low;Budi Santoso;29/10/24;17/11/24
SHP0382;BKG000382;BL000382;PT Velocity Electronics;DAP;FCL;Food Products;277.00.00;40GP;25;Busan;Jakarta;MV Sapphire Route;OceanLink Shipping;26/01/25;07/02/25 00.00;26/01/25 23.00;07/02/25 11.00;24/01/25;25/01/25;32215.00;Customs Clearance;Medium;Rizky Kurniawan;16/01/25;30/01/25
SHP0383;BKG000383;BL000383;PT Summit Foods;EXW;LCL;Chemicals;0,25625;20GP;1;Busan;Surabaya;MV Coral Voyager;BlueWave Lines;19/05/24;01/06/24 00.00;19/05/24 15.00;;17/05/24;18/05/24;3700.32.00;In Transit;High;Cindy Wijaya;09/05/24;29/05/24
SHP0384;BKG000384;BL000384;PT Horizon Industries;EXW;FCL;Textiles;59.99;40GP;3;Shanghai;Jakarta;MV Coral Voyager;OceanLink Shipping;10/06/24;22/06/24 00.00;11/06/24 00.00;21/06/24 19.00;08/06/24;09/06/24;7069.60;Customs Clearance;Low;Maya Putri;31/05/24;28/06/24
SHP0385;BKG000385;BL000385;PT Infinity Manufacturing;DAP;LCL;Consumer Electronics;69.34.00;40HC;2;Hong Kong;Surabaya;MV Ocean Star;OceanLink Shipping;25/06/25;02/07/25 00.00;26/06/25 00.00;03/07/25 05.00;23/06/25;24/06/25;5654.60;Customs Clearance;Medium;Dimas Saputra;15/06/25;13/07/25
SHP0386;BKG000386;BL000386;PT Pacific Consumer Goods;DAP;FCL;Chemicals;67.85;40GP;2;Port Klang;Surabaya;MV Pacific Trader;OceanLink Shipping ;23/09/24;27/09/24 00.00;23/09/24 16.00;;21/09/24;22/09/24;7701.60;At Origin;High;Yoga Mahendra;13/09/24;25/09/24
SHP0387;BKG000387;BL000387;PT Vertex Manufacturing;DAP;LCL;Industrial Equipment;68.89;40HC;6;Shenzhen;Surabaya;MV Northern Tide;OceanVista Carriers;26/02/24;06/03/24 00.00;28/02/24 00.00;06/03/24 20.00;24/02/24;25/02/24;6544.60;Customs Clearance;Low;Andi Pratama;16/02/24;04/03/24
SHP0388;BKG000388;BL000388;PT Horizon Industries;CIF;LCL;Cntr Parts;49.38.00;20GP;4;Singapore;Semarang;MV Blue Horizon;Archipelago Maritime;16/10/24;25/10/24 00.00;16/10/24 17.00;28/10/24 22.00;14/10/24;15/10/24;6684.20.00;Delivered;Low;Indah Permata;06/10/24;24/10/24
SHP0389;BKG000389;BL000389;PT Falcon Dynamics;CIF;FCL;Textiles;77.51.00;40HC;7;Port Klangg;Surabaya;MV Emerald Passage;Global Route Shipping;28/06/25;03/07/25 00.00;03/07/25 00.00;04/07/25 00.00;26/06/25;27/06/25;9137.28.00;Customs Clearance;High;Budi Santoso;18/06/25;14/07/25
SHP0390;BKG000390;BL000390;PT Vertex Manufacturing;EXW;FCL;Cntr Parts;54.76;40HC;6;Busan;Jakarta;MV Pacific Trader;OceanLink Shipping;30/09/25;13/10/25 00.00;30/09/25 12.00;;28/09/25;29/09/25;6375.40.00;In Transit;Low;Cindy Wijaya;20/09/25;16/10/25
SHP0391;BKG000391;BL000391;PT Lunar Components;EXW;FCL;Consumer Electronics;43.27.00;20GP;7;Port Klang;Jakarta;MV Atlas Voyager;Eastern Cargo Line;26/10/25;29/10/25 00.00;;;24/10/25;25/10/25;7119.80;At Origin;Low;Rizky Kurniawan;16/10/25;05/11/25
SHP0392;BKG000392;BL000392;PT Nova Electronics;EXW;FCL;Food Products;0,561111111;40GP;3;Hong Kong;Jakarta;MV Ocean Star;Pacific Horizon Shipping;10/08/24;21/08/24 00.00;10/08/24 04.00;;08/08/24;09/08/24;4479.20.00;In Transit;Medium;Budi Santoso;31/07/24;18/08/24
SHP0393;BKG000393;BL000393;PT Alpha Manufacturing;DAP;LCL;Textiles;66.02.00;40HC;3;Shenzhen;Jakarta;MV Crystal Mariner;BlueWave Lines;04/03/25;12/03/25 00.00;04/03/25 23.00;11/03/25 18.00;02/03/25;03/03/25;8015.76;Delivered;High;Andi Pratama;22/02/25;15/03/25
SHP0394;BKG000394;BL000394;PT Zenith Industrial;CIF;FCL;Industrial Equipment;34.49.00;40HC;2;Port Klang;Jakarta;MV Horizon Carrier;OceanLink Shipping;15/05/25;24/05/25 00.00;23/05/25 00.00;25/05/25 14.00;13/05/25;14/05/25;7177.92;Delivered;High;Budi Santoso;05/05/25;26/05/25
SHP0395;BKG000395;BL000395;PT Vertex Manufacturing;EXW;LCL;Chemicals;84.42.00;20GP;1;Port Klang;Jakarta;MV Sea Pioneer;Northstar Freight Lines;05/03/24;15/03/24 00.00;05/03/24 12.00;14/03/24 18.00;03/03/24;04/03/24;5299.80;Customs Clearance;Low;Sarah Amelia;24/02/24;23/03/24
SHP0396;BKG000396;BL000396;PT Evergreen Industrial;EXW;LCL;Consumer Electronics;32.47.00;20GP;5;Port Klang;Jakarta;MV Eastern Pearl;BlueWave Lines;27/12/25;30/12/25 00.00;;;25/12/25;26/12/25;4927.80;At Origin;Low;Andi Pratama;17/12/25;07/01/26
SHP0397;BKG000397;BL000397;PT Horizon Industries;EXW;LCL;Chemicals;87.34.00;40HC;5;Hong Kong;Surabaya;MV Ocean Star;OceanVista Carriers;20/03/24;27/03/24 00.00;20/03/24 23.00;26/03/24 16.00;18/03/24;19/03/24;7373.60;Customs Clearance;Medium;Cindy Wijaya;10/03/24;07/04/24
SHP0398;BKG000398;BL000398;PT Prime Components;FOB;FCL;Food Products;32.24.00;40GP;7;Hong Kong;Surabaya;MV Northern Tide;Pacific Horizon Shipping;09/07/25;15/07/25 00.00;08/07/25 22.00;;07/07/25;08/07/25;6326.60;In Transit;Low;Budi Santoso;29/06/25;24/07/25
SHP0399;BKG000399;BL000399;Custmer Holdings;FOB;LCL;Industrial Equipment;0,16875;40GP;5;Shanghai ;Jakarta;MV Blue Horizon;OceanLink Shipping;06/01/24;17/01/24 00.00;09/01/24 00.00;19/01/24 10.00;04/01/24;05/01/24;3726.20.00;Delivered;Medium;Cindy Wijaya;27/12/23;14/01/24
SHP0400;BKG000400;BL000400;PT Prime Components;EXW;FCL;Food Products;43.45.00;20GP;6;Shenzhen;Jakarta;MV Blue Horizon;OceanLink Shipping;19/11/24;24/11/24 00.00;18/11/24 19.00;27/11/24 16.00;17/11/24;18/11/24;7084.00.00;Delivered;Low;Maya Putri;09/11/24;05/12/24
SHP0401;BKG000401;BL000401;PT Terra Logistics Partners;FOB;LCL;Food Products;87.95;40GP;3;Hong Kong;Jakarta;MV Coral Voyager;Pacific Horizon Shipping;11/05/24;24/05/24 00.00;10/05/24 23.00;23/05/24 04.00;09/05/24;10/05/24;7600.00.00;Delivered;Low;Andi Pratama;01/05/24;23/05/24
SHP0402;BKG000402;BL000402;PT Falcon Dynamics;EXW;LCL;Food Products;49.42.00;20GP;4;Shanghai;Surabaya;MV Coral Voyager;BlueWave Lines;07/12/25;22/12/25 00.00;07/12/25 20.00;23/12/25 05.00;05/12/25;06/12/25;6898.80;Delivered;Medium;Yoga Mahendra;27/11/25;22/12/25
SHP0403;BKG000403;BL000403;PT Falcon Dynamics;FOB;LCL;Chemicals;04.38;40HC;3;Shanghai;Surabaya;MV Island Navigator;Archipelago Maritime;14/03/24;21/03/24 00.00;13/03/24 23.00;;12/03/24;13/03/24;4960.20.00;In Transit;Low;Budi Santoso;04/03/24;15/03/24
SHP0404;BKG000404;BL000404;PT Horizon Industries;FOB;LCL;Consumer Electronics;55.64;20GP;1;Shenzhen;Jakarta;MV Coral Voyager;OceanVista Carriers;29/02/24;08/03/24 00.00;07/03/24 00.00;09/03/24 02.00;27/02/24;28/02/24;6145.60;Delivered;Low;Andi Pratama;19/02/24;19/03/24
SHP0405;BKG000405;BL000405;PT Zenith Industrial;DAP;LCL;Consumer Electronics;27.29.00;40GP;1;Singapore;Jakarta;MV Silver Current;OceanLink Shipping;16/11/24;22/11/24 00.00;;;14/11/24;15/11/24;3955.60;At Origin;Medium;Kevin Halim;06/11/24;02/12/24
SHP0406;BKG000406;BL000406;PT Summit Foods;EXW;FCL;Textiles;74.97;40HC;4;Shenzhen;Jakarta;MV Southern Crest;OceanLink Shipping;14/01/24;19/01/24 00.00;16/01/24 00.00;;12/01/24;13/01/24;7012.80;At Origin;Medium;Indah Permata;04/01/24;15/01/24
SHP0407;BKG000407;BL000407;PT Sapphire Consumer;EXW;FCL;Industrial Equipment;40.27.00;20GP;8; Shanghai;Semarang;MV Ocean Star;BlueWave Lines;15/12/24;30/12/24 00.00;16/12/24 00.00;30/12/24 20.00;13/12/24;14/12/24;8429.76;Customs Clearance;High;Budi Santoso;05/12/24;30/12/24
SHP0408;BKG000408;BL000408;PT Alpha Manufacturing;CIF;LCL;Textiles;35.87;20GP;2;Singapore;Surabaya;MV Pacific Trader;BLUEWAVE LINES;01/02/25;05/02/25 00.00;01/02/25 01.00;05/02/25 06.00;30/01/25;31/01/25;4105.80;Delivered;Low;Indah Permata;22/01/25;03/02/25
SHP0409;BKG000409;;PT Prime Components;EXW;LCL;Chemicals;25.67;20GP;6;Busan;Jakarta;MV Emerald Passage;BlueWave Lines;01/08/25;09/08/25 00.00;;;30/07/25;31/07/25;5361.80;At Origin;Low;Budi Santoso;22/07/25;
SHP0410;BKG000410;BL000410;PT Evergreen Industrial;DAP;FCL;Textiles;71.73;20GP;2;Singapore;Jakarta;MV Pacific Trader;OceanLink Shipping;14/10/25;21/10/25 00.00;14/10/25 05.00;21/10/25 20.00;12/10/25;13/10/25;5196.20.00;Delivered;Low;Andi Pratama;04/10/25;20/10/25
SHP0411;BKG000411;BL000411;PT Pacific Consumer Goods;DAP;FCL;Industrial Equipment;0,602083333;40GP;6;Port Klang;Surabaya;MV Ocean Star;TransMarine Logistics;03/01/24;10/01/24 00.00;03/01/24 05.00;;01/01/24;02/01/24;6053.80;At Origin;Low;Dimas Saputra;24/12/23;11/01/24
SHP0412;BKG000412;BL000412;PT Ocean Retail Group;CIF;FCL;Textiles;41.91;20GP;1;Port Klang;Jakarta;MV Aurora Navigator;Northstar Freight Lines;10/05/25;14/05/25 00.00;;;08/05/25;09/05/25;4676.40.00;At Origin;Low;Kevin Halim;30/04/25;11/05/25
SHP0413;BKG000413;BL000413;PT Crescent Holdings;CIF;LCL;Industrial Equipment;12.22;40HC;7;Port Klang;Jakarta;MV Ocean Star;Eastern Cargo Line;28/04/24;01/05/24 00.00;;;26/04/24;27/04/24;6879.80;At Origin;Low;Rizky Kurniawan;18/04/24;11/05/24
SHP0414;BKG000414;BL000414;PT Falcon Dynamics;CIF;FCL;Textiles;70.64;40HC;4;Shenzhen;Jakarta;MV Southern Crest;Maritime Connect Lines;11/10/24;26/10/24 00.00;11/10/24 03.00;;09/10/24;10/10/24;7810.60;At Origin;Low;Cindy Wijaya;01/10/24;23/10/24
SHP0415;BKG000415;BL000415;PT Skyline Distribution;FOB;FCL;Consumer Electronics;52.56.00;40HC;2;Singapore;Surabaya;MV Coral Voyager;OceanVista Carriers;06/03/24;13/03/24 00.00;15/03/24 00.00;16/03/24 00.00;04/03/24;05/03/24;4483.40.00;Customs Clearance;Low;Andi Pratama;25/02/24;19/03/24
SHP0416;BKG000416;BL000416;PT Ocean Retail Group;FOB;LCL;Chemicals;279.00.00;40HC;28;Shenzhen;Jakarta;MV Ocean Star;Maritime Connect Lines;15/06/24;28/06/24 00.00;14/06/24 20.00;01/07/24 01.00;13/06/24;14/06/24;37742.00;Delivered;Medium;Cindy Wijaya;05/06/24;29/06/24
SHP0417;BKG000417;BL000417;PT Aurora Trading;EXW;FCL;Food Products;45.78;40HC;1;Busan;Jakarta;MV Coral Voyager;Archipelago Maritime;27/09/24;12/10/24 00.00;26/09/24 21.00;15/10/24 19.00;25/09/24;26/09/24;4323.20.00;Delivered;Medium;Rizky Kurniawan;17/09/24;30/09/24
SHP0418;BKG000418;BL000418;PT Nexus Manufacturing;DAP;LCL;Food Products;56.46.00;40GP;1;Busan;Jakarta;MV Ocean Star;Pacific Horizon Shipping;27/05/25;11/06/25 00.00;27/05/25 13.00;10/06/25 00.00;25/05/25;26/05/25;6594.40.00;Customs Clearance;Low;Andi Pratama;17/05/25;10/06/25
